construction_years,discount_rate,operation_maintenance_cost,fuel_cost,plant_capacity_factor,bd_inflation_rate,BD_inflation_rate,US_inflation_rate,bd_us_exchange_rate,yearly_operation_days,daily_operation_hour,unit_electricity_price
6,0.1,7.82,4.5,0.92,0.85,0.06,0.02,80,365,24,56
